Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"X-level Compatible iPhone 14 Pro Case Ultra-Thin Slim Fit [Guardian Series] Soft TPU Matte Finish Coating Phone Cases Lightweight Anti-Scratch Back Cover Grip 6.1"" (2022)",,$13.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/X-level-Compatible-Ultra-Thin-Lightweight-Anti-Scratch/dp/B0BKZ9NSMK/ref=sr_1_213?keywords=iPhone+14&qid=1677007660&sr=8-213
"Acdailleo for iPhone 14 Pro Case, IP68 Waterproof iPhone 14 Pro Case with Built-in Screen Protector, 14 Pro Shockproof Dustproof Case Full Rugged Protective Phone Cover for iPhone 14 Pro 6.1"" (Black)",,$26.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Acdailleo-iPhone-Pro-Case-Phone/dp/B0BCQVX5N1/ref=sr_1_214?keywords=iPhone+14&qid=1677007660&sr=8-214
Spigen Thin Fit Designed for Apple iPhone 14 Pro Max Case (2022) - Sand Beige,$24.99,$18.99,-24.01%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Thin-Designed-Apple-iPhone/dp/B0B1P1K6Z5/ref=sr_1_215?keywords=iPhone+14&qid=1677007660&sr=8-215
"TACWINGS Ultra Slim iPhone 14 Pro Frameless Magnetic Case, [MagSafe Compatible] Translucent Matte Matte Frosted Case with Shock Corners and Finger Loop Cord - Matte Black",,$15.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/TACWINGS-iPhone-14-Pro-Translucent/dp/B0B9G74J6R/ref=sr_1_216?keywords=iPhone+14&qid=1677007660&sr=8-216
Spigen Tough Armor Mag Case [Magsafe Compatible] Designed for iPhone 14 Pro Max Case (2022) - Abyss Green,$34.99,$32.99,-5.72%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Magsafe-Compatible-Designed-iPhone/dp/B0B1PBPMZS/ref=sr_1_217?keywords=iPhone+14&qid=1677007660&sr=8-217
"MATEPROX Compatible with iPhone 14 Pro Case Bling Sparkle Cute Girls Women Protective Cases for iPhone 14 Pro 6.1"" 2022 (Purple)",,$12.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/MATEPROX-Compatible-iPhone-Sparkle-Protective/dp/B0B8DCCRCK/ref=sr_1_218?keywords=iPhone+14&qid=1677007660&sr=8-218
"ZTOFERA Compatible with iPhone 14 Case for Girls Women, Floral Flower Pattern Design Silicone Case, Slim Shockproof TPU Protective Bumper Case Cover for iPhone 14 6.1 inch, Beige",,$13.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/ZTOFERA-Compatible-Silicone-Shockproof-Protective/dp/B0BCG7TZYH/ref=sr_1_219?keywords=iPhone+14&qid=1677007660&sr=8-219
Magnetic Clear for iPhone 14 Pro Case with MagSafe [Integrated Camera Protection Glass] [Bare iPhone Exterior] Silicone Cover Slim Thin [Non-Yellowing] Anti-Fingerprint Scratch Wireless Charging,,$27.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/Magnetic-Integrated-Protection-Non-Yellowing-Anti-Fingerprint/dp/B0BGLJ26NB/ref=sr_1_220?keywords=iPhone+14&qid=1677007660&sr=8-220
Spigen Tempered Glass Screen Protector [GlasTR EZ FIT] designed for iPhone 14 (2022) / iPhone 13 Pro (2021) / iPhone 13 (2021) [Case Friendly] - 2 Pack,,$17.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Spigen-Tempered-Protector-Designed-Friendly/dp/B095RTJH1M/ref=sr_1_221?keywords=iPhone+14&qid=1677007660&sr=8-221
"BENTOBEN Case iPhone 14 Plus, iPhone 14 Plus Case Crystal Clear Flexible Soft TPU Bumper Glitter Bling Sparkle Shiny Slim Anti Slip Shockproof Protective Phone Cases iPhone 14 Plus 6.7"", Transparent",,$13.57,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/BENTOBEN-Flexible-Shockproof-Protective-Transparent/dp/B0B7RMV934/ref=sr_1_222?keywords=iPhone+14&qid=1677007660&sr=8-222
"Teageo for iPhone 14 Pro Max Case for Women Girl Cute Love Heart Luxury Plating Soft Bling Back Cover Raised Full Camera Protection Bumper Silicone Shockproof Phone Case for iPhone 14 Pro Max, Black",,$13.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Teageo-iPhone-14-Pro-Max/dp/B0BC1XQSHL/ref=sr_1_223?keywords=iPhone+14&qid=1677007660&sr=8-223
"AICase for iPhone 14 Pro Case with Glass Screen Protector, Heavy Duty Drop Protection Full Body Rugged Shockproof/Dust Proof 3-Layer Military Protective Tough Durable Cover for iPhone 14 Pro",,$19.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/AICase-Protector-Protection-Shockproof-Protective/dp/B0BBZVVYV9/ref=sr_1_224?keywords=iPhone+14&qid=1677007660&sr=8-224
"Smasener for iPhone 14 Pro - iPhone 14 Pro Max Camera Lens Protector, 9H Tempered Glass Camera Cover Screen Protector Metal Individual Ring for iPhone 14Pro 6.1 inch iPhone 14 ProMax 6.7 inch (Graphite Gray)",,$11.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Smasener-iPhone-Pro-Protector-Individual/dp/B0BCYM9QV3/ref=sr_1_225?keywords=iPhone+14&qid=1677007660&sr=8-225
"Acdailleo for iPhone 14 Crystal Glitter Case, [Built-in Screen Protector] Hybrid PC Soft Slim TPU Bumper Shockproof Full Protective Case for iPhone 14 6.1"" - Crystal Glitter",,$9.99,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Acdailleo-Crystal-Protector-Shockproof-Protective/dp/B0B7K92H8Y/ref=sr_1_226?keywords=iPhone+14&qid=1677007660&sr=8-226
Ghostek COVERT Clear iPhone 14 Pro Max MagSafe Case with Anti-Yellowing and Shockproof Bumper Grip Compatible with Apple Mag Safe Accessories Designed for 2022 Apple iPhone 14ProMax (6.7 Inch) (Smoke),,$24.98,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Anti-Yellowing-Shockproof-Compatible-Accessories-Designed/dp/B0BDHLJVZH/ref=sr_1_227?keywords=iPhone+14&qid=1677007660&sr=8-227
"OCASE iPhone 14 Pro Case, PU Leather iPhone 14 Pro Case Wallet Retro 【Card Holder】 【Kickstand】 【RFID Blocking】 【TPU Inner Shell】 Flip Phone Cover for iPhone 14 Pro -3 Rear Cameras -Graphite Black",,$27.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/OCASE-Leather-%E3%80%90Kickstand%E3%80%91-Blocking%E3%80%91-Graphite/dp/B0B74X8GDM/ref=sr_1_228?keywords=iPhone+14&qid=1677007660&sr=8-228
"luolnh Compatible with iPhone 14 Pro Case with Flowers,for Girly Women,Shockproof Clear Floral Pattern Hard Back Cover for iPhone 14 Pro 6.1 inch 2022 -Pink Wildflower",,$12.99,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/luolnh-Compatible-Flowers-Shockproof-Wildflower/dp/B0BHNL65Z8/ref=sr_1_229?keywords=iPhone+14&qid=1677007660&sr=8-229
"TORU CX PRO Case for iPhone 14 Pro Max, with Card Holder | Detachable Wallet for 3 Credit Cards | Slim Dual Layer Shockproof Heavy Duty Protection Cover | Black",,$23.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/TORU-iPhone-Detachable-Shockproof-Protection/dp/B0BD6P5SB7/ref=sr_1_230?keywords=iPhone+14&qid=1677007660&sr=8-230
"BENTOBEN iPhone 14 Case, Phone Case iPhone 14 Ring Holder Edge Plating Rotation Kickstand Soft Silicone TPU Bumper Women Girls Slim Flexible Anti Slip Shockproof Protective Case for iPhone 14, Black",,$12.77,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/BENTOBEN-Rotation-Kickstand-Shockproof-Protective/dp/B0B815XTM6/ref=sr_1_231?keywords=iPhone+14&qid=1677007660&sr=8-231
"JETech Upgraded Slim (0.85 mm Thin) Case for iPhone 14 Pro 6.1-Inch, Camera Lens Cover Full Protection, Slim Fit Ultra Thin Lightweight Matte Hard PC, Support Wireless Charging (Black)",$14.99,$8.99,-40.03%,3.0 out of 5 stars,3.0,https://www.amazon.ca/JETech-Upgraded-6-1-Inch-Protection-Lightweight/dp/B0B8SF16YW/ref=sr_1_232?keywords=iPhone+14&qid=1677007660&sr=8-232
"BENTOBEN iPhone 14 Pro Case, iPhone 14 Pro Phone Case Ring Holder Edge Plating Kickstand Soft Silicone Bumper Women Slim Flexible Anti Slip Shockproof Protective Case for iPhone 14 Pro, Wine Red",,$13.75,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/BENTOBEN-Kickstand-Silicone-Shockproof-Protective/dp/B0BNKH9RLQ/ref=sr_1_233?keywords=iPhone+14&qid=1677007660&sr=8-233
"JOTO Universal Waterproof Pouch Cellphone Dry Bag Case for iPhone 14 13 Plus Pro Max Mini, 12 11 Pro Max Xs Max XR X 8 7 6S Plus SE, Galaxy S20 S20+ S10 Plus S10e /Note 10+ 9, Pixel 4 XL up to 8"" -Blue",$19.99,$11.99,-40.02%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Universal-Waterproof-JOTO-Cellphone-Samsung/dp/B01I48YF14/ref=sr_1_234?keywords=iPhone+14&qid=1677007660&sr=8-234
"FELONY CASE - Pastel Purple iPhone 14 Pro Max Case -Liquid Silicone Phone Cover | Wireless Charging Compatible, 360° Shockproof Protective Case for Apple iPhone 14 Pro Max",,$19.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/FELONY-CASE-Compatible-Shockproof-Protective/dp/B0B9H822S7/ref=sr_1_235?keywords=iPhone+14&qid=1677007660&sr=8-235
Spigen Ultra Hybrid Mag Designed for Apple iPhone 14 Pro Max Case - Frost Black,,$25.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Ultra-Hybrid-Designed-iPhone/dp/B0BG6NPQDX/ref=sr_1_236?keywords=iPhone+14&qid=1677007660&sr=8-236
"luolnh Compatible with iPhone 14 Pro Max Case with Flowers,for Girly Women,Shockproof Clear Floral Pattern Hard Back Cover for iPhone 14 Pro Max 6.7 inch 2022 -Wildflower",,$12.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/luolnh-Compatible-Flowers-Shockproof-Wildflower/dp/B0BBWCXF6N/ref=sr_1_237?keywords=iPhone+14&qid=1677007660&sr=8-237
"ORNARTO Magnetic Case for iPhone 14 Pro Max 6.7 Inch, with 1x Screen Protector Liquid Silicone Gel Rubber Wireless Charging Cover Protective Phone Case for iPhone 14 Pro Max-Dark Purple",,$22.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/ORNARTO-iPhone-14-Pro-Max/dp/B0B974SFRH/ref=sr_1_238?keywords=iPhone+14&qid=1677007660&sr=8-238
"Kfifsiso iPhone 14 Case, Magnetic Waterproof Shockproof Dirt Proof Snow Anti-Scratch Heavy Duty Protection 360°Full Body Protective Built in Screen Protector Rugged 6.1 inches Cover for",,$24.99,0%,3.7 out of 5 stars,3.7,https://www.amazon.ca/Kfifsiso-Waterproof-Shockproof-Anti-Scratch-inches-Cover/dp/B0B9XNMR1C/ref=sr_1_239?keywords=iPhone+14&qid=1677007660&sr=8-239
"JETech [3 in 1] Silicone Case for iPhone 14 Pro Max 6.7-Inch, with 2-Pack Screen Protector and 2-Pack Camera Lens Protector, Full Coverage Tempered Glass Film, Shockproof Phone Cover (Cobalt Blue)",,$9.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/JETech-Silicone-6-7-Inch-Protector-Shockproof/dp/B0B8X3B9GK/ref=sr_1_240?keywords=iPhone+14&qid=1677007660&sr=8-240
"Long USB C to Lightning Cable 6ft,[Apple MFi Certified] 3Pack iPhone 14 13 Fast Charger Cord for iPhone 14 Pro Max/13mini/12/11 Pro/iPad/AirPod,Type C Port Support Quick iPhone Charging Cable 6 Foot",,$17.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Lightning-Certified-Charger-Support-Charging/dp/B0BN7YYYSQ/ref=sr_1_241?keywords=iPhone+14&qid=1677007660&sr=8-241
"TAURI [5 in 1] Designed for 14 Pro Max Case [Not Yellowing], with 2 Tempered Glass Screen Protectors + 2 Camera Lens Protectors [Military Grade Protection] Slim 14 Pro Max 6.7 Inch, Green",$20.99,$16.79,-20.01%,4.6 out of 5 stars,4.6,https://www.amazon.ca/TAURI-14-Pro-Max-Protectors/dp/B0B5V2NM7W/ref=sr_1_242?keywords=iPhone+14&qid=1677007660&sr=8-242
"iPhone 14 13 12 Fast Charger [Apple MFi Certified], 2-Pack 20W PD USB C Wall Charger Type C Fast Charging Block Cube with 10FT Long Lightning Cable for iPhone 14 Pro Max/14/13 Pro Max/13/12/12 Pro/11",,$29.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/iPhone-Charger-Certified-Charging-Lightning/dp/B0BJKH14H3/ref=sr_1_243?keywords=iPhone+14&qid=1677007660&sr=8-243
"KEXAAR iPhone 14 Plus Case(6.7 inch), iPhone 14 Plus Cute Case with Flowers, for Girls Woman, Cute Floral Design Pattern Hard Back Soft Bumper Shockproof Skin Cover Phone Case (White Floral 14Plus)",,$15.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/KEXAAR-iPhone-Flowers-Pattern-Shockproof/dp/B0BDC8698S/ref=sr_1_244?keywords=iPhone+14&qid=1677007660&sr=8-244
"TAURI [5 in 1] Designed for 14 Pro Max Case [Not Yellowing], with 2 Tempered Glass Screen Protectors + 2 Camera Lens Protectors [Military Grade Protection] Slim 14 Pro Max 6.7 Inch, Green",$20.99,$16.79,-20.01%,4.6 out of 5 stars,4.6,https://www.amazon.ca/TAURI-14-Pro-Max-Protectors/dp/B0B5V2NM7W/ref=sr_1_245?keywords=iPhone+14&qid=1677007662&sr=8-245
"iPhone 14 13 12 Fast Charger [Apple MFi Certified], 2-Pack 20W PD USB C Wall Charger Type C Fast Charging Block Cube with 10FT Long Lightning Cable for iPhone 14 Pro Max/14/13 Pro Max/13/12/12 Pro/11",,$29.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/iPhone-Charger-Certified-Charging-Lightning/dp/B0BJKH14H3/ref=sr_1_246?keywords=iPhone+14&qid=1677007662&sr=8-246
"KEXAAR iPhone 14 Plus Case(6.7 inch), iPhone 14 Plus Cute Case with Flowers, for Girls Woman, Cute Floral Design Pattern Hard Back Soft Bumper Shockproof Skin Cover Phone Case (White Floral 14Plus)",,$15.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/KEXAAR-iPhone-Flowers-Pattern-Shockproof/dp/B0BDC8698S/ref=sr_1_247?keywords=iPhone+14&qid=1677007662&sr=8-247
"JETech Privacy Full Coverage Screen Protector for iPhone 14 Plus 6.7-Inch with Camera Lens Protector, Anti-Spy Tempered Glass Film, 2-Pack Each",$15.99,$11.89,-25.64%,4.3 out of 5 stars,4.3,https://www.amazon.ca/JETech-Coverage-Protector-6-7-Inch-Anti-Spy/dp/B0B8SN85MZ/ref=sr_1_248?keywords=iPhone+14&qid=1677007662&sr=8-248
"NITITOP Compatible with iPhone 14 Case Clear Cute with Astronaut Outer Space Aesthetic Planet Star Creative Pattern, for Women Girl Soft TPU Shockproof Cover for iPhone 14-Embrace",,$12.99,0%,4.9 out of 5 stars,4.9,https://www.amazon.ca/NITITOP-Compatible-Astronaut-Shockproof-14-Embrace/dp/B0BB9X32D3/ref=sr_1_249?keywords=iPhone+14&qid=1677007662&sr=8-249
"droperprote for iPhone 14 Pro Max Case Black [Shockproof] [Dropproof], Military Grade Full Body Case Heavy Duty Protection Phone Durable Case Scratch-Resistant Shell for iPhone 14 Pro Max, 6.7 inch",,$14.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/droperprote-Shockproof-Dropproof-Protection-Scratch-Resistant/dp/B0BBF5DYBK/ref=sr_1_250?keywords=iPhone+14&qid=1677007662&sr=8-250
"LUVQAZ iPhone 14Plus Case, iPhone 14 Plus Cute Case with Flower Design,for Girls Women, Floral Pattern Shockproof Transparent Soft Bumper Hard Back Phone Cover (Prup-Flora 14Plus)",,$16.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/LUVQAZ-iPhone-14-Plus-Transparent/dp/B0BGF7JK4M/ref=sr_1_251?keywords=iPhone+14&qid=1677007662&sr=8-251
"Aoksow Designed for iPhone 14 Pro Case, Premium PU Leather Card Holder Case with Kickstand Slim Phone Cover for iPhone 14 Pro 6.1 Inch (Black)",,$16.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Aoksow-Designed-Premium-Leather-Kickstand/dp/B0BB1FH3QR/ref=sr_1_252?keywords=iPhone+14&qid=1677007662&sr=8-252
"SURPHY Leather Case Compatible with iPhone 14 Pro Max Case 6.7 inch, Premium PU Leather Phone Case Cover (with Metallic Buttons & Microfiber Lining) for iPhone 14 Pro Max (2022), Brown",,$18.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/SURPHY-Compatible-Pro-Max-Microfiber/dp/B0B82D71HF/ref=sr_1_253?keywords=iPhone+14&qid=1677007662&sr=8-253
Vofolen for iPhone 14 Case with Ring Holder Wallet Card Holder ID Slot Sliding Door Hidden Pocket Case with 360°Kickstand Hybrid Bumper Rugged Phone Case for iPhone 14 Black,,$10.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Vofolen-iPhone-Holder-Sliding-360%C2%B0Kickstand/dp/B0B92L5V2D/ref=sr_1_254?keywords=iPhone+14&qid=1677007662&sr=8-254
"Ankofave for iPhone 14 Pro Max Case for Women Girls Cute, Gold Plated Letter Double Heart Case Soft Shockproof, Full Camera Lens Protective Phone Cases for iPhone 14 Pro Max 6.7 inch- Pink",,$13.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/iPhone-14-Pro-Max-Shockproof/dp/B0BHHRDHVH/ref=sr_1_255?keywords=iPhone+14&qid=1677007662&sr=8-255
TENDLIN Compatible with iPhone 14 Pro Case Premium Leather TPU Hybrid Case (Black),,$14.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/TENDLIN-Compatible-iPhone-Premium-Leather/dp/B0B84VSZSH/ref=sr_1_256?keywords=iPhone+14&qid=1677007662&sr=8-256
"ORNARTO Magnetic Case for iPhone 14 Pro 6.1 Inch, with 1x Screen Protector Liquid Silicone Gel Rubber Wireless Charging Cover Full Body Protective Phone Case for iPhone 14 Pro-Mint Green",,$22.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/ORNARTO-iPhone-14-Pro-Protective/dp/B0B972V4C1/ref=sr_1_257?keywords=iPhone+14&qid=1677007662&sr=8-257
Encased Protective Wallet Case Designed for iPhone 14 with Card Holder and Screen Protector (4 Credit Cards/IDs) - Black,,$23.07,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Encased-Protective-Wallet-Designed-Protector/dp/B0BB1BB4C7/ref=sr_1_258?keywords=iPhone+14&qid=1677007662&sr=8-258
Caseology Nano Pop Mag Silicone Case [Built-in Magnet] Designed for Magsafe Compatible with iPhone 14 Pro Case 5G (2022) - AVO Green,$32.99,$23.99,-27.28%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Caseology-Silicone-Designed-Magsafe-Compatible/dp/B0B1KT5121/ref=sr_1_259?keywords=iPhone+14&qid=1677007662&sr=8-259
"Supdeal Crystal Clear Case for iPhone 14 Pro, [Not Yellowing] [Camera Protection] [Military Grade Drop Tested] Transparent Shockproof Protective Phone Case Soft Silicone Slim Cover, 6.1 inch, Black",,$19.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Supdeal-Protection-Transparent-Shockproof-Protective/dp/B0B8MF69WB/ref=sr_1_260?keywords=iPhone+14&qid=1677007662&sr=8-260
"AIOVETEAB Defender Case Designed for iPhone 14 Pro Max Case, Heavy Duty Shockproof Dustproof Rugged Protective Bumper Cover for iPhone 14 Pro Max 6.7 Inch，Black",,$13.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/AIOVETEAB-Shockproof-Dustproof-Protective-Inch%EF%BC%8CBlack/dp/B0BM6D5L8Y/ref=sr_1_261?keywords=iPhone+14&qid=1677007662&sr=8-261
"TORU MX PRO Case for iPhone 14 Pro Max, with Card Holder | Detachable Wallet for 3 Credit Cards | Slim Shockproof Heavy Duty Protection Cover | Compatible with MagSafe Magnetic Accessories | Black",$34.99,$29.99,-14.29%,4.1 out of 5 stars,4.1,https://www.amazon.ca/TORU-Detachable-Shockproof-Protection-Accessories/dp/B0BD6NG35B/ref=sr_1_262?keywords=iPhone+14&qid=1677007662&sr=8-262
"ZTOFERA Crossbody Case for iPhone 14 Pro,iPhone 14 Pro with Lanyard Strap Protective Case Adjustable Neck Rope Liquid Silicone Soft Cover for iPhone 14 Pro 6.1 Inch,Black",,$15.99,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/ZTOFERA-Crossbody-Protective-Adjustable-Silicone/dp/B0BC7FYXDF/ref=sr_1_263?keywords=iPhone+14&qid=1677007662&sr=8-263
"Ringke Fusion [Minimalist Fit] Compatible with iPhone 14 Pro Max Case 6.7 Inches, Transparent Elegant Look Minimal Bulk Cover for Women, Men - Clear",,$15.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Ringke-Minimalist-Compatible-Transparent-Elegant/dp/B0B9YNMGD7/ref=sr_1_264?keywords=iPhone+14&qid=1677007662&sr=8-264
"ESR Krystec Clear Case Compatible with iPhone 14 Pro Max Case, Ultra-Yellowing Resistant, Shockproof Military-Grade Protection, Polycarbonate Buttons, Clear",$27.99,$20.99,-25.01%,4.5 out of 5 stars,4.5,https://www.amazon.ca/ESR-iPhone-Pro-Max-Ultra-Yellowing/dp/B0B6TRGBFK/ref=sr_1_265?keywords=iPhone+14&qid=1677007662&sr=8-265
"GLIMALL [5 in 1 Designed for iPhone 14 Pro Max Clear Case with Screen Protector[2 Pack] + Camera Lens Protector[2 Pack], Military Grade Drop Protection Transparent Cover 6.7 Inch",,$15.98,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/GLIMALL-Designed-Protector-Protection-Transparent/dp/B0BCPPWY5H/ref=sr_1_266?keywords=iPhone+14&qid=1677007662&sr=8-266
"Silverback for iPhone 14 Pro Max Case with Ring Kickstand Lanyard, Moving Liquid Glitter Sparkle Holographic, Girls Women Bling Diamond Ring Protective Cover for iPhone 14 Pro Max 6.7 inch - Purple",,$17.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/Silverback-Kickstand-Lanyard-Holographic-Protective/dp/B0B51TFC9D/ref=sr_1_267?keywords=iPhone+14&qid=1677007662&sr=8-267
"Dreem Fibonacci 2-in-1 Wallet Case for Apple iPhone 14 Pro Max - Luxury Vegan Leather, Magnetic Detachable Shockproof Phone Case, RFID Card Protection, Magsafe Compatible - Coffee",,$59.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Dreem-Fibonacci-Wallet-Apple-iPhone/dp/B0BDJJRZ6T/ref=sr_1_268?keywords=iPhone+14&qid=1677007662&sr=8-268
"JOTO Floating Waterproof Phone Pouch up to 7.0"", Float Waterproof Case Underwater Dry Bag for iPhone 14 13 Plus Pro Max 12 11 XS XR 8 7 Plus Galaxy for Pool Beach Swimming Travel -2 Pack,Green",$25.99,$19.99,-23.09%,4.5 out of 5 stars,4.5,https://www.amazon.ca/JOTO-Floating-Waterproof-Underwater-Swimming/dp/B08SLRLGZS/ref=sr_1_269?keywords=iPhone+14&qid=1677007662&sr=8-269
"Telaso Magnetic Case for iPhone 14 Pro Max Compatible with MagSafe, Shockproof Floral Pattern Frosted Translucent Hard Back Cover Protective Case for iPhone 14 Pro Max 6.7 inch 2022, Clear",$15.99,$14.99,-6.25%,5.0 out of 5 stars,5.0,https://www.amazon.ca/Telaso-Compatible-Shockproof-Translucent-Protective/dp/B0BPLS2CQ9/ref=sr_1_270?keywords=iPhone+14&qid=1677007662&sr=8-270
"ORETECH for iPhone 14 Pro Max Case with [2 Tempered Glass Screen Protector + 1 Camera Lens Protector] Hard PC Clear Back Flexible Silicone Frame Protective Case iPhone 14 Pro Max 6.7""- Clear",,$16.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/ORETECH-Tempered-Protector-Flexible-Protective/dp/B0BD72LPQY/ref=sr_1_271?keywords=iPhone+14&qid=1677007662&sr=8-271
Spigen Ultra Hybrid Designed for Apple iPhone 14 Plus Case - Matte Black,,$16.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Spigen-Ultra-Hybrid-Designed-iPhone/dp/B0B1NPHN2T/ref=sr_1_272?keywords=iPhone+14&qid=1677007662&sr=8-272
"VANMASS [Upgraded] for iPhone 14 Pro Max Case with Magnetic Stand [Military Drop Protection][Ultra-Strong Magnet][Compatible with MagSafe] Shockproof Slim Translucent Protective Case, Black",,$49.99,0%,4.9 out of 5 stars,4.9,https://www.amazon.ca/VANMASS-iPhone-Pro-Max-Case/dp/B0BLC4KH22/ref=sr_1_273?keywords=iPhone+14&qid=1677007662&sr=8-273
"Nowvnvuy iPhone 14 Plus Waterproof Case with Screen Protector, Full Body Heavy Duty Protection Magnetic Case, Shockproof, Dustproof, Snowproof Case for iPhone 14 Plus 6.7 Inch 2022 (Black)",,$24.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Nowvnvuy-iPhone-14-Plus-Waterproof/dp/B0BDLHRY22/ref=sr_1_274?keywords=iPhone+14&qid=1677007662&sr=8-274
OtterBox OTTER + POP SYMMETRY CLEAR SERIES for iPhone 14 & iPhone 13 - STARDUST POP (Clear/Glitter),,$74.98,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/OtterBox-OTTER-SYMMETRY-CLEAR-iPhone/dp/B0B7CBMSPT/ref=sr_1_275?keywords=iPhone+14&qid=1677007662&sr=8-275
"TILIYOO Liquid Silicone Case Designed for iPhone 14 Case, Full Body Protective Covered Soft Gel Rubber Slim Shockproof Cover Case with Microfiber Lining, 6.1 inch (Red)",,$15.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/TILIYOO-Silicone-Protective-Shockproof-Microfiber/dp/B0B8C3KT83/ref=sr_1_276?keywords=iPhone+14&qid=1677007662&sr=8-276
"Co-Goldguard Case for iPhone 14 (2022), [Heavy Duty] 3 in 1 Built-in Cover Shockproof Drop-Proof Scratch-Resistant Shell for Apple iPhone 14 6.1inch, Black",,$14.98,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Co-Goldguard-Shockproof-Drop-Proof-Scratch-Resistant-6-1inch/dp/B0BDKWYZ3H/ref=sr_1_277?keywords=iPhone+14&qid=1677007662&sr=8-277
"Ringke Fusion Card [Transparent Wallet] Compatible with iPhone 14 Case 6.1 Inches, Hard Back with Build-in Card Slot Holder Phone Cover for Women, Men - Clear",,$18.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/Ringke-Fusion-Transparent-Wallet-Compatible/dp/B0B9YMDFRW/ref=sr_1_278?keywords=iPhone+14&qid=1677007662&sr=8-278
Spigen Silicone Fit Mag Case [Magsafe Compatible] Designed for iPhone 14 Pro Case (2022) - Navy Blue,$34.99,$20.99,-40.01%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Spigen-Silicone-Magsafe-Compatible-Designed/dp/B0B1NMLTYD/ref=sr_1_279?keywords=iPhone+14&qid=1677007662&sr=8-279
"[Upgraded] imluckies Compatible with iPhone 14 Pro/iPhone 14 Pro Max Camera Lens Protector, Anti-Scratch HD Tempered Glass Lens Screen Protection Cover, Metal Individual Lens Ring 2022, Purple",$13.99,$12.99,-7.15%,4.1 out of 5 stars,4.1,https://www.amazon.ca/imluckies-Compatible-Anti-Scratch-Protection-Individual/dp/B0B99V1XFM/ref=sr_1_280?keywords=iPhone+14&qid=1677007662&sr=8-280
